file,title
1801_02627_EEC_anomdim.tex,Simplicity from Recoil: \\The Three-Loop Soft Function and\\ Factorization for the Energy-Energy Correlation
1801_04217_SN2005ip.tex,Early gray dust formation in the type IIn SN 2005ip
1801_05857_main.tex,On the Scalability of the \textsc{GPUexplore}\\ Explicit-State Model Checker
1801_00723_main.tex,Deep Learning for Identifying Potential Conceptual Shifts for Co-creative Drawing
1801_01024_NA4_versao_7.tex,"Relativistic quantum motion of spin-0 particles under the influence
of non-inertial effects in the cosmic string space-time"
1801_06150_Boromand_etal_PRL_DPM.tex,Jamming of Deformable Polygons
1801_05833_ms.tex,The Mass and Absorption Columns of Galactic Gaseous Halos
1801_01973_writeup.tex,A Note on the Inception Score
1801_01341_C2E_180104.tex,Experimental tests of coherence and entanglement conservation
1801_06135_sph_gpr.tex,Robust Foregrounds Removal
1801_02109_SilicaDeposition.tex,Modelling ripple morphodynamics driven by colloidal deposition
1801_02375_pccpver.tex,Proteins at air-water and oil-water interfaces in an all-atom model
1801_04523_main.tex,Shrink or Substitute: Handling Process Failures in HPC Systems using In-situ Recovery
1801_05574_main.tex,Brenier approach for optimal transportation between a quasi-discrete measure and a discrete measure
1801_01198_main.tex,Fingerprint Distortion Rectification using Deep Convolutional Neural Networks
1801_04322_local_factoring.tex,"\large\textbf{Corner cases, singularities, and dynamic factoring}"
1801_03780_judithbraunsteinerSO3.tex,A Sundaram type bijection for $\SOdrei$:\\ vacillating tableaux and pairs of standard Young tableaux and orthogonal Littlewood-Richardson tableaux
1801_06501.tex,Expansion of Multiple Stochastic Integrals
1801_02415_CTRHET_3rdEAAC_Poceed_FB_v3.tex,Novel diagnostic for precise measurement of the modulation frequency of Seeded Self-Modulation via Coherent Transition Radiation in AWAKE
1801_05962_main_supple.tex,Antiferromagnetic spin correlation of SU($\mathcal{N}$) Fermi gas in an optical dimerized lattice
1801_00739.tex,Log canonical pairs over varieties with maximal Albanese dimension
1801_08010_potentialinfixarxiv.tex,Mean-potential law in evolutionary games
1801_07667_ktiles.tex,"
Puzzles in $K$-homology of Grassmannians
"
1801_06797_aaai17_arxiv.tex,"Depth CNNs for RGB-D scene recognition: learning from scratch better
than transferring from RGB-CNNs"
1801_08993_arxive_d2ibc_18.tex,"Data-Driven Inversion-Based Control: \\closed-loop stability analysis
for MIMO systems"
1801_01398_RSTA_arxiv.tex,Extracontextuality and Extravalence in Quantum Mechanics.
1801_06316_TDA.tex,Demonstration of Topological Data Analysis on a Quantum Processor
1801_05376_main.tex,Subword complexity and power avoidance
1801_04565_shai.tex,"\sys: Enforcing Data-Specific Policies with Near-Zero Runtime 
Overhead"
1801_08452_ElGenerico180122.tex,Gromov-Hausdorff Generic Dynamics
1801_00965_phaseTransition.tex,Phase Transition of Convex Programs for Linear Inverse Problems with Multiple Prior Constraints
1801_03197_Generalized-Hardy-Rellich.tex,On the Generalized Hardy-Rellich Inequalities
1801_02923_draft3.tex,Wirtinger numbers for virtual links
1801_10204_IOPConf.tex,Noise and loss of superconducting aluminium resonators at single photon energies
1801_07831_GJ876_Observations.tex,New Constraints on Gliese 876 -- Exemplar of Mean-Motion Resonance
1801_06333_QoS_NOMA_icc2018_v2.tex,On the Power Allocation Limits for Downlink Multi-user NOMA with QoS
1801_01041.tex,
1801_04903_grained_stellar_kinetics.tex,
1801_00625_paper.tex,"\LARGE\bf An Attentive Sequence Model for Adverse Drug Event Extraction\\ from Biomedical Text
"
1801_02560_fe2o3_arxiv_V2.tex,Observation of magnetic vortex pairs at room temperature in a planar \hematite{}/Co heterostructure.
1801_06784_weyl_mec.tex,Weyl points of mechanical diamond
1801_07529.tex,Rank and dimension in subspaces
1801_04125_normaldeg.tex,
1801_00941.tex,
1801_04996_main.tex,Energy-preserving Variational Integrators for Forced  Lagrangian Systems
1801_08497_Pigulski-poster-SigS-arXiv.tex,"BRITE view of $\sigma$~Scorpii, $\beta$~Cephei-type star studied for over a century"
1801_01165_SparseRamsey-arxiv.tex,
1801_00533_ChargingUp_Measurements.tex,\boldmath Measurements of charging-up processes in THGEM-based particle detectors
1801_01375_RTN_NV7.tex,Protecting solid-state spins from strongly coupled environment
1801_01404___arxiv_preamble.tex,String Periods in the Order-Preserving Model
1801_08808__main.tex,Optimal Redistribution
1801_08566_avera_isw.tex,
1801_04416_elsarticle-template.tex,MOF-BC: A Memory Optimized and Flexible BlockChain for Large Scale Networks
1801_01655_oxygen2.tex,Solar polarimetry in the K~{\sc i} $D_2$ line: A novel possibility for a stratospheric balloon
1801_10386_root.tex,"%
Haptics of Screwing and Unscrewing for its Application in Smart Factories for Disassembly"
1801_00463.tex,On spectra of quadratic operator pencils with rank one  gyroscopic linear part
1801_07753_aanda.tex,A search for radio emission from exoplanets around evolved stars
1801_03495_OpticalConductivity_GNY.tex," Collisionless transport close to a fermionic quantum critical point
"
1801_03691_VS_Position_IEEEAccess.tex,Computing and Communications for the Software-Defined Metamaterial Paradigm: A Context Analysis
1801_08306.tex,"Affine surfaces which are K\""ahler, para-K\""ahler, or nilpotent K\""ahler"
1801_06409_zetaOphiuchi.tex,"The Radial and Rotational Velocity of $\zeta$\,Ophiuchi\thanks{Based on observations obtained with telescopes of the University Observatory Jena, which is operated by the Astrophysical Institute of the Friedrich-Schiller University.}"
1801_03145_main.tex,Large Scale Semi-supervised Object Detection\\ Using Visual and Semantic Knowledge Transfer
1801_02695_tsp_in37_n.tex,Spread of Infection in Random Geometric Graphs
1801_08208_np.tex,Modeling ringdown II: non-precessing binary black holes
1801_09622_LSQobstacle.tex,
1801_03943_fplane_prep.tex,"Discovery of a new fundamental plane dictating galaxy cluster
evolution from gravitational lensing"
1801_00869_main.tex,
1801_09039_sss.tex,Variance-Optimal Offline and Streaming\\Stratified  Random Sampling
1801_06339_lattes-biebler.tex," D Théorème  D d'ouvert de bifurcations pour des automorphismes de Hénon 
 eT intersections d'ensembles de Cantor"
1801_09979_supplementary_ZrSiSe.tex,Supplemental Material for \\ ``Visualization of electronic topology in ZrSiSe by \\scanning tunneling microscopy''
1801_10257_Manucript.tex,"Comment on ""Impurity spectra of graphene \\ under electric and magnetic fields"""
1801_02635_paper_draft.tex,
1801_09168.tex,Closures in varieties of representations and irreducible components
1801_03791_ms.tex,On the precision matrix of an irregularly sampled AR(1) process
1801_00664_fist.tex,
1801_05469_main.tex,ProvThreads: Analytic Provenance Visualization and Segmentation
1801_07003_main.tex,Structural Properties of Twisted Reed--Solomon Codes with Applications to Cryptography
1801_01438.tex,On the class of flat stable theories
1801_00615_poro_arxiv.tex,Computational Multiscale Methods for Linear Heterogeneous Poroelasticity\thanks{The authors acknowledge support from the  Germany/Hong Kong Joint Research Scheme sponsored by the German Academic Exchange Service (DAAD) under the project 57334719 and the Research Grants Council of Hong Kong with reference number G-CUHK405/16.}
1801_00720_WTF_GTC_spectro.tex,Non-grey dimming events of KIC 8462852 from GTC spectrophotometry
1801_09190.tex,"A Stable Weak Galerkin Finite
Element Method for Stokes Problem"
1801_03198.tex,Plane curves possessing two outer Galois points
1801_08854_Paper_arxiv_submission.tex,Predicting the patterns of spatio-temporal signal propagation \\ in complex networks
1801_06475_space08_survey.tex,A Systematic Review of Productivity Factors in Software Development
1801_07760.tex,Cominimaxness with respect to ideals of dimension one
1801_00536_manuscript_01.tex,"$\bar{B}^0$, $\bar{B}^0_s$ and $B^-$ decays into $\eta_c$ plus a scalar meson"
1801_08240_main.tex,"
First release of high-redshift superluminous supernovae from \\
the Subaru high-z supernova campaign (SHIZUCA). \\
I. Photometric properties.
"
1801_07856_elsarticle-template.tex,Random matrix theory for an adiabatically-varying oceanic acoustic waveguide
1801_04132_main.tex,Metrics for two electron random potential systems
1801_06375_tobiometrics.tex,Penalised maximum likelihood estimation in multistate models for interval-censored data
1801_04917_drapaca_paper_v3_archive.tex,"Poiseuille Flow of a Non-Local Non-Newtonian Fluid with Wall Slip:\\
A First Step in Modeling Cerebral Microaneurysms"
1801_08203_Complete_Classification_of_Discrete_specializations_of_the_Burau_representation_of_B3.tex, Classification of the Discrete Real Specializations of the Burau representation of $B_3$
1801_05359_proc_theseus_mereghetti.tex,"
INTEGRAL results on the electromagnetic counterparts of gravitational waves
"
1801_04357_CCP_arxiv.tex,Coded Cooperative Computation for Internet of Things
1801_04861_Radio_galaxy_paper1_revisions_final.tex,
1801_06239_Yb2clock_arxiv.tex,Two clock transitions in neutral Yb for the highest sensitivity to variations of the fine-structure constant
1801_04979_main.tex,Formal specification of the FlexRay protocol using Focus$^{ST}$
1801_02939_paper.tex,Deep Gaussian Processes with \\ Decoupled Inducing Inputs
1801_09687_Thermal.tex,On the Interpretation of Thermal Conductance of the $\nu=5/2$ Edge
1801_05646_Surf-states-paper-8.tex,"Spin-Orbit Coupling and Topological States in $F=\frac{3}{2}$ Cold
       Fermi Gas"
1801_01885_main.tex,First Data Release of the All-sky NOAO Source Catalog
1801_09152_Ana_Carolina_Souza_Feliciano.tex,The Wavelet theory applied to the study of spectra of Trans-Neptunian objects
1801_07668_Castelli.tex,Pruning Techniques for Mixed Ensembles of Genetic Programming Models
1801_04906_axion_mass_so10.tex,\boldmath Axion Predictions in $SO(10)\times U(1)_{\rm PQ}$ Models
1801_01536_FK_paper_arxiv.tex,Separated kaon electroproduction cross section and the kaon form factor from 6 GeV JLab data
1801_10515_manuscript.tex,Systemic-risk-efficient asset allocation: Minimization of systemic risk as a network optimization problem
1801_02108_main.tex,SBNet: Sparse Blocks Network for Fast Inference
1801_05041_ClusterQR-V2018-01-12.tex,Panel Data Quantile Regression with Grouped Fixed Effects
1801_06929.tex,\bf Introduction to teleparallel gravities
1801_02690_template.tex,DCASE 2017 Task 1: Acoustic Scene Classification Using Shift-Invariant Kernels and Random Features
1801_09432_ms.tex,
1801_02110.tex,Equivariant dendroidal Segal spaces and $G$-$\infty$-operads
1801_05991_paper.tex,"Why $T_{\rm c}$ is so low in high-$T_{\rm c}$ cuprates: \\
		importance of the dynamical vertex structure "
1801_07798_Ramsey.tex,"Ramsey interference from electron spins  \\
in a levitating macroscopic particle"
1801_10158_highweaklett.tex,Learning to Classify from Impure Samples
1801_03445_oscillation.tex,Phase Measurement for Driven Spin Oscillations in a Storage Ring
1801_00860_GRG-review.tex,{\bf  \LARGE Shadows and strong gravitational lensing: a brief review}
1801_02824_Sobolev_density_plane.tex,A density result for homogeneous Sobolev spaces on planar domains
1801_02356_ICVRV.tex,Efficiently Disassemble-and-Pack for Mechanism
1801_09739_01-title.tex,Model selection in sparse high-dimensional vine copula models with application to portfolio risk
1801_05735_paper.tex,Simulations of Coulomb systems with slab geometry using an efficient 3d Ewald summation method
1801_05819_InteractingLL.tex,Thermalization Dynamics of Two Correlated Bosonic Quantum Wires After a Split
1801_09552_Pusgr_17.tex,Automaton (Semi)groups (Basic Concepts)
1801_09836.tex,On oblique derivative problem
1801_01143_CoinsLogic.tex,Coins and Logic
1801_10016_paper.tex,"Task-based Parallel Computation of the Density Matrix in Quantum-based Molecular Dynamics using Graph Partitioning\thanks{All authors worked on this project in the Computer, Computational, and Statistical Sciences Division at Los Alamos National Laboratory, Los Alamos, NM 87545, USA, during the 2015 ISTI/ASC Co-Design Summer School.}"
1801_06512_nature-template.tex,Haze Production in the Atmospheres of super-Earths and mini-Neptunes: Insights from the Lab
1801_05675_decamp_2018.tex,Tan's contact in a cigar-shaped dilute Bose gas
1801_04934_envmf.tex,\uppercase{The Effects of Environment on the Evolution of the Galaxy Stellar Mass Function}
1801_10378_timescale_v0.1.tex,Data driven time scale in Gaussian quasi-likelihood inference
1801_00243_Liu_Forbes_Anderson_arXiv_Dec2017.tex,"A Robust Bayesian Exponentially Tilted\\ Empirical Likelihood Method\thanks{The authors would like to thank 
		Eric Renault and David T. Frazier for very thoughtful comments
		during the development of this paper. We also thank participants at the Approximate Bayesian Computation and its Applications Workshop (ABC@ACEMS 2017), the 1st International Conference on Econometrics and Statistics Conference (EcoSta 2017), the 11th Conference on Bayesian NonParametrics (BNP11), the European Seminar on Bayesian Econometrics (ESOBE 2017), the 2017 International Workshop on Objective Bayes Methodology (OBayes 2017), the 11th International Conference on Computational and Financial Econometrics (CFE 2017) and seminars held at The Ohio State University, Brown University and Monash University. We gratefully acknowledge support provided by Australian Research Council Discovery Grant DP150101728.}"
1801_04852_StrictSubmult.tex,Border rank is not multiplicative under the tensor product
1801_09022_Group_Fourier_transform_of_measures.tex,Group Fourier Transform of Measures
1801_03489_ms.tex,The effect of turbulence strength on meandering field lines and Solar Energetic Particle event extents
1801_03301_Cr_surface_electron_phonon_coupling.tex,An ab-initio study of the electron-phonon coupling within a Cr(001)-surface
1801_04512_Boundary_Regularity_for_Asymptotically_Hyperbolic_Metrics_with_Smooth_Weyl_Curvature.tex,Boundary Regularity for Asymptotically Hyperbolic Metrics with Smooth Weyl Curvature
1801_01267_five_number_04Jan2018.tex,How to estimate the sample mean and standard deviation from the five number summary?
